kingdom,phylum,class,order,family,genus,species
Metazoa,Annelida,Polychaeta,Spionida,Spionidae,Boccardia,Boccardia proboscidea
Rhodophyta,Florideophyceae,Florideophyceae,Gigartinales,Gigartinaceae,Mazzaella,Mazzaella sp. GWS-2013b
Rhodophyta,Florideophyceae,Florideophyceae,Ceramiales,Ceramiaceae,Microcladia,Microcladia sp. 1Cal
Metazoa,Annelida,Polychaeta,Spionida,Spionidae,NA,NA
Metazoa,Annelida,Polychaeta,Spionida,Spionidae,Polydora,NA
Metazoa,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora cornuta
Metazoa,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora lingshuiensis
Metazoa,Mollusca,Bivalvia,Veneroida,Veneridae,Ruditapes,Ruditapes philippinarum
Rhodophyta,Florideophyceae,Florideophyceae,Gelidiales,Gelidiaceae,Gelidiophycus,Gelidiophycus freshwateri
Metazoa,Mollusca,Bivalvia,Pectinoida,Pectinidae,Azumapecten,Azumapecten farreri
Rhodophyta,Florideophyceae,Florideophyceae,Palmariales,Palmariaceae,Devaleraea,Devaleraea mollis
Metazoa,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Mesocentrotus,Mesocentrotus franciscanus
Metazoa,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Urile,Urile penicillatus
Metazoa,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia vidovici
Metazoa,Mollusca,Bivalvia,Veneroida,Tellinidae,Ameritella,Ameritella mitchelli
Metazoa,Mollusca,Bivalvia,Veneroida,Psammobiidae,Gari,Gari maculosa
Stramenopiles,Synurophyceae,Synurophyceae,Parmales,Triparmaceae,Triparma,Triparma laevis
Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
Metazoa,Porifera,Demospongiae,Tethyida,Hemiasterellidae,Stelligera,Stelligera rigida
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Dialonectria,Dialonectria episphaeria
Metazoa,Mollusca,Gastropoda,NA,Limapontiidae,Stiliger,Stiliger fuscovittatus
Metazoa,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Muggiaea,Muggiaea atlantica
Metazoa,Mollusca,Bivalvia,Arcoida,Arcidae,Arca,Arca avellana
Stramenopiles,Oomycetes,Oomycetes,Anisolpidiales,Anisolpidiaceae,Anisolpidium,Anisolpidium ectocarpii
Stramenopiles,Oomycetes,Oomycetes,Anisolpidiales,Anisolpidiaceae,Anisolpidium,Anisolpidium rosenvingei
Metazoa,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,Prionospio steenstrupi
Metazoa,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,Scolelepis squamata
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,Articulospora tetracladia
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Glarea,Glarea lozoyensis
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Galactomyces,Galactomyces candidum
Stramenopiles,Dictyochophyceae,Dictyochophyceae,Dictyochales,NA,Dictyocha,Dictyocha speculum
Stramenopiles,Dictyochophyceae,Dictyochophyceae,Florenciellales,NA,Pseudochattonella,Pseudochattonella farcimen
Stramenopiles,Oomycetes,Oomycetes,Peronosporales,NA,Phytophthora,Phytophthora multivora
Stramenopiles,Raphidophyceae,Raphidophyceae,NA,NA,Haramonas,Haramonas dimorpha
Stramenopiles,Oomycetes,Oomycetes,Peronosporales,NA,Phytophthora,Phytophthora sp. 2 EEO-2011
Stramenopiles,Oomycetes,Oomycetes,NA,NA,Haptoglossa,Haptoglossa sp. DM2 4/12
Stramenopiles,Oomycetes,Oomycetes,Peronosporales,NA,Phytophthora,Phytophthora taxon paludosa
Stramenopiles,Oomycetes,Oomycetes,Leptomitales,NA,Apodachlya,Apodachlya minima
Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,NA,Trebouxia,Trebouxia aggregata
Stramenopiles,Oomycetes,Oomycetes,Peronosporales,NA,Phytophthora,Phytophthora riparia
Stramenopiles,Oomycetes,Oomycetes,Pythiales,NA,Phytopythium,Phytopythium helicoides
Stramenopiles,Oomycetes,Oomycetes,Peronosporales,NA,Phytophthora,Phytophthora bilorbang
Stramenopiles,Oomycetes,Oomycetes,Peronosporales,NA,Phytophthora,Phytophthora megasperma
Stramenopiles,Oomycetes,Oomycetes,Peronosporales,NA,Phytophthora,Phytophthora siskiyouensis
Stramenopiles,Oomycetes,Oomycetes,NA,NA,Haptoglossa,Haptoglossa zoospora
Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,Sarocladium,Sarocladium implicatum
Fungi,Ascomycota,Leotiomycetes,NA,NA,Acremonium,Acremonium cf. chrysogenum DAOM 226667
Metazoa,Arthropoda,Hexanauplia,Sessilia,Chthamalidae,Chthamalus,Chthamalus dalli
Metazoa,Nemertea,Enopla,Monostilifera,Emplectonematidae,Paranemertes,Paranemertes californica
Metazoa,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster ochraceus
Metazoa,Echinodermata,Holothuroidea,Apodida,Synaptidae,Leptosynapta,Leptosynapta clarki
Stramenopiles,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae,Fucus,Fucus distichus
Metazoa,Arthropoda,Hexanauplia,Sessilia,Archaeobalanidae,Semibalanus,Semibalanus cariosus
Metazoa,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster brevispinus
Metazoa,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,Leptasterias hexactis
Metazoa,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Tonicella,Tonicella lineata
Metazoa,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
Stramenopiles,Phaeophyceae,Phaeophyceae,Ectocarpales,Acinetosporaceae,Hincksia,Hincksia hincksiae
Metazoa,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,Evasterias troschelii
Metazoa,Nemertea,Enopla,Monostilifera,Emplectonematidae,Emplectonema,Emplectonema sp. 1 TCH-2015
Metazoa,Cnidaria,Staurozoa,Stauromedusae,Haliclystidae,Haliclystus,Haliclystus sanjuanensis
Metazoa,Cnidaria,Staurozoa,Stauromedusae,Haliclystidae,Manania,Manania gwilliami
Stramenopiles,Phaeophyceae,Phaeophyceae,Sphacelariales,Sphacelariaceae,Sphacelaria,Sphacelaria sp. 2 AP-2014
Stramenopiles,Phaeophyceae,Phaeophyceae,Ralfsiales,Ralfsiaceae,NA,Ralfsioid sp. 4GWS
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Lichtheimia,Lichtheimia ramosa
Metazoa,Nemertea,Enopla,Monostilifera,Carcinonemertidae,Carcinonemertes,Carcinonemertes errans
Stramenopiles,Phaeophyceae,Phaeophyceae,Fucales,Notheiaceae,Notheia,Notheia anomala
Metazoa,Platyhelminthes,Trematoda,Opisthorchiida,Heterophyidae,Cryptocotyle,Cryptocotyle lingua
Viridiplantae,Chlorophyta,NA,Pyramimonadales,NA,Pyramimonas,Pyramimonas parkeae
Viridiplantae,Chlorophyta,Palmophyllophyceae,Prasinococcales,NA,Prasinoderma,Prasinoderma coloniale
Viridiplantae,Chlorophyta,NA,Pyramimonadales,NA,Cymbomonas,Cymbomonas tetramitiformis
Rhodophyta,Compsopogonophyceae,Compsopogonophyceae,Erythropeltidales,Erythropeltidaceae,Smithora,Smithora naiadum
Rhodophyta,Compsopogonophyceae,Compsopogonophyceae,Erythropeltidales,Erythropeltidaceae,Smithora,Smithora sp. 1naiadum
Metazoa,Entoprocta,NA,NA,Loxosomatidae,Loxosomella,Loxosomella sp. JM-2012
Metazoa,Annelida,Polychaeta,NA,NA,NA,Polychaeta sp. BOLD:ACQ0474
Rhizaria,Cercozoa,NA,Euglyphida,Cyphoderiidae,Cyphoderia,Cyphoderia cf. compressa
Metazoa,Tardigrada,Heterotardigrada,Echiniscoidea,Echiniscoididae,Echiniscoides,Echiniscoides pollocki
Metazoa,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus cocophilus
Metazoa,Nematoda,Chromadorea,Plectida,Plectidae,Plectus,Plectus aquatilis
Rhizaria,Cercozoa,NA,Plasmodiophorida,Plasmodiophoridae,Spongospora,Spongospora subterranea
Metazoa,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Neochromadora,Neochromadora poecilosomoides
Metazoa,Annelida,Polychaeta,NA,NA,NA,Polychaeta sp. NB-Po356
Metazoa,Brachiopoda,NA,NA,NA,Phoronopsis,Phoronopsis harmeri
Amoebozoa,Himatismenida,NA,Himatismenida,NA,Parvamoeba,Parvamoeba rugata
Stramenopiles,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,NA
Stramenopiles,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,NA
Stramenopiles,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,NA
Stramenopiles,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,NA
Stramenopiles,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Stramenopiles,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA
Stramenopiles,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,NA
Stramenopiles,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,NA
Dinoflagellates,Dinophyceae,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,NA
Dinoflagellates,Dinophyceae,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,NA
Dinoflagellates,Dinophyceae,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,NA
Dinoflagellates,Dinophyceae,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,NA
Dinoflagellates,Dinophyceae,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,NA
Dinoflagellates,Dinophyceae,Dinophyceae,Lophodiniales,Lophodiniaceae,Woloszynskia,NA
Rhodophyta,Florideophyceae,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,NA
Dinoflagellates,Dinophyceae,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Nusuttodinium,NA
Metazoa,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,NA
Rhodophyta,Florideophyceae,Florideophyceae,Gracilariales,Gracilariaceae,Gracilariopsis,NA
Metazoa,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,NA
Metazoa,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA
Metazoa,Annelida,Polychaeta,Terebellida,Pectinariidae,Pectinaria,Pectinaria granulata CMC01
Stramenopiles,Phaeophyceae,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,NA
Stramenopiles,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,Leathesia,NA
Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,Nicolea,Nicolea zostericola
Rhodophyta,Florideophyceae,Florideophyceae,Corallinales,Corallinaceae,Bossiella,NA
Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,NA
Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus sp. CMC02
Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus sp. CMC05
Metazoa,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,NA
Metazoa,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiodia,NA
Stramenopiles,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,Laminariocolax,NA
Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus sp. CMC06
Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,Thelepus cincinnatus
Metazoa,Arthropoda,Hexanauplia,Sessilia,Chthamalidae,NA,NA
Metazoa,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,Orthocladius sp. BOLD-2016
Metazoa,Arthropoda,Insecta,Diptera,Chironomidae,NA,Chironomidae sp. BOLD:ACC1767
Metazoa,Arthropoda,Insecta,Diptera,Chironomidae,Clunio,Clunio tsushimensis
Metazoa,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Chrysonoma,Chrysonoma sp. ANIC15
Metazoa,Arthropoda,Insecta,NA,NA,NA,Psocoptera sp. BOLD:ACB0984
Metazoa,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA
Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis
Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,Thelepus crispus
Metazoa,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,NA
Metazoa,Rotifera,Monogononta,Ploima,Synchaetidae,Synchaeta,NA
Stramenopiles,Oomycetes,Oomycetes,Peronosporales,Peronosporaceae,Peronospora,NA
Stramenopiles,Oomycetes,Oomycetes,Pythiales,Pythiaceae,Pythium,NA
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA
Amoebozoa,Himatismenida,NA,Himatismenida,Cochliopodiidae,Cochliopodium,NA
Fungi,Ascomycota,Leotiomycetes,NA,Pseudeurotiaceae,Pseudogymnoascus,NA
Metazoa,Chordata,Aves,Charadriiformes,Laridae,Larus,NA
Metazoa,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,Haminoea,NA
Rhodophyta,Florideophyceae,Florideophyceae,Gigartinales,Endocladiaceae,Endocladia,NA
Rhodophyta,Florideophyceae,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,NA
Rhodophyta,Florideophyceae,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Acrochaetium,NA
Metazoa,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,NA
Metazoa,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,NA
Metazoa,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,Thysanoessa raschii
Metazoa,Porifera,Demospongiae,Suberitida,Halichondriidae,Hymeniacidon,NA
Metazoa,Mollusca,Gastropoda,Nudibranchia,Fionidae,Eubranchus,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA
Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,NA,Phialocephala,NA
Fungi,Ascomycota,Leotiomycetes,NA,NA,Leohumicola,NA
Stramenopiles,Oomycetes,Oomycetes,Pythiales,NA,Phytopythium,NA
Stramenopiles,Oomycetes,Oomycetes,Peronosporales,NA,Phytophthora,NA
Stramenopiles,Dictyochophyceae,Dictyochophyceae,Florenciellales,NA,Pseudochattonella,NA
Metazoa,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,NA
Rhodophyta,Compsopogonophyceae,Compsopogonophyceae,Erythropeltidales,Erythropeltidaceae,Smithora,NA
Stramenopiles,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,NA,NA
Stramenopiles,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,NA,NA
Stramenopiles,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,NA,NA
Dinoflagellates,Dinophyceae,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,NA,NA
Dinoflagellates,Dinophyceae,Dinophyceae,Gymnodiniales,Gymnodiniaceae,NA,NA
Rhodophyta,Florideophyceae,Florideophyceae,Ceramiales,Rhodomelaceae,NA,NA
Dinoflagellates,Dinophyceae,Dinophyceae,Gonyaulacales,Gonyaulacaceae,NA,NA
Dinoflagellates,Dinophyceae,Dinophyceae,Gymnodiniales,Kareniaceae,NA,NA
Dinoflagellates,Dinophyceae,Dinophyceae,Peridiniales,Pfiesteriaceae,NA,NA
Stramenopiles,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,NA,NA
Metazoa,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,NA,NA
Rhodophyta,Florideophyceae,Florideophyceae,Ceramiales,Delesseriaceae,NA,NA
Stramenopiles,Phaeophyceae,Phaeophyceae,Ectocarpales,Scytosiphonaceae,NA,NA
Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,Thelepus sp. CMC01
Viridiplantae,Chlorophyta,NA,NA,Pycnococcaceae,NA,NA
Amoebozoa,Discosea,NA,NA,Paramoebidae,NA,NA
Metazoa,Rotifera,Monogononta,Ploima,Synchaetidae,NA,NA
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,NA,NA
Stramenopiles,Oomycetes,Oomycetes,Pythiales,Pythiaceae,NA,NA
Stramenopiles,Oomycetes,Oomycetes,Saprolegniales,Saprolegniaceae,NA,NA
Metazoa,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,NA,NA
Metazoa,Cnidaria,Anthozoa,Actiniaria,Actiniidae,NA,NA
Rhodophyta,Florideophyceae,Florideophyceae,Hapalidiales,Hapalidiaceae,NA,NA
Metazoa,Mollusca,Bivalvia,Veneroida,Tellinidae,NA,NA
Metazoa,Porifera,Demospongiae,Tethyida,Hemiasterellidae,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
Metazoa,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,Monocorophium acherusicum
Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,Cancer productus
Stramenopiles,Phaeophyceae,Phaeophyceae,Ectocarpales,Acinetosporaceae,NA,NA
Metazoa,Arthropoda,Malacostraca,Isopoda,Tylidae,Tylos,Tylos sp. clade D MM-2013
Metazoa,Arthropoda,Malacostraca,Decapoda,Callianassidae,Nihonotrypaea,NA
NA,NA,NA,NA,NA,NA,NA
